text,label
"Ha RT @fauxjohnmadden: Start of NFL Preseason tonight marks the beginning of the Raiders season, and the end of Raiders postseason hopes.",0
RT@angelpike: Call the hospital in Iqaluit & press 2 for English. Every Cdn should experience hearing an aboriginal language as 1st choice,0
"@MsSarahRedshaw Our new, delicious dishes may be alright: http://t.co/daK3WtGp (Check with your doc first!) #RamenWins",1
Should'nt have watched The Grey last night because walking down a dark driveway when the  sun decides to play hookie is not a good time.,-1
@SpikeEskin also i hate this themed PPV's what if i want to see an Elimination Chamber in july? I gotta wait six months?,-1
Can't wait to see @Dynamomagician in South Africa on the 14th dude is on another level... check this out http://t.co/05kvUyEf,1
"Today is My Birthday,the anniversary of the death of Elvis Presley and the birthday of Madonna,I wonder if I'll be famous...I=No Talent |=",-1
#rtesoccer Robbie Keane saying he always knew Germany was going to finish 1st in the group!!! #winningmentality #coybig,1
"Gold and Diamond are never at the periphery, we really need to dig deeper into Christianity....Phil. 3:10-18,Rom. 12:1-3..... Happy Sunday.",0
"Just to be sure. Tomorrow is America Day, right? Because I don't wanna be the redneck in a sea of gods",-1
Premier League Team done ready for tomorrow. Bit of a risky tactic that might backfire in week 1! Now to get ready for NFL FF draft tonight,-1
Last day in Jeddah. Will be in Brunei tomorrow night. And then Surabaya the following night. And then Bali the night after that. Whee!,0
"Is anybody going to the Strawberry Festival, in Leicestershire... i will be painting there live on the friday and saturday",1
"@JoeTribe_2012 runner on 2nd no outs, drubes being one of our best hitters should make a productive out. His fault not Acta's",1
@HilciaJSu Your review reminded me I still need 2 read the very 1st Percy Jackson book! Heroes of Olympus is an offshoot series from it?,0
ABC: Ricky Ponting and Luke Butterworth made Wednesday a tough day at the office for South Australia in their Sh... http://t.co/V4utMguI,-1
"@3Sugar2Ray1: bro ""This nigga said Zimmerman was charge with a 2nd degree murder. Who he kill the 1st time?"" Lol",-1
"Good day! And to mak it even better, my clothes from American Eagle came in! Church tonight too! : )",1
Very quiet story-wise this morning. My only emails have been about my Yammer activity & an alert about PJ Harvey tickets going on sale.,0
Why oh why does Toronto's Nuit Blanche have to be the same night as a wedding I have to attend?!? #snbTO,-1
"Apple Can't Innovate or Manage Supply Chain: CUPERTINO, CA - OCTOBER 04: Apple CEO Tim Cook speaks at the event introducing the new i...",-1
@LiterallyFedUp 1/2 white? does'nt matter;Malcolm X may hv been as well.Still no specifics.U ppl don't hv ideas except make bombs killem all,-1
Now off for some hiking in the Black Forest ~ have a nice sunday! :),1
Shaq Morris narrowed his list to Wichita State and Oral Roberts. He said he will likely make a final decision Monday. #shockers #mvc,0
"Doug Wead We are not out, We are Up! The fight has just begun! http://t.co/pVx72ChM Vote Ron Paul tomorrow Tuesday 5/15 in #OR & #NE #peace",1
"@creativetimes Eleanor, that's cool, it would be great to see your pastel art. ;) Link to the painting I did on Monday http://t.co/8puSNbaN",1
"@jamesjammcmahon get @DONBROCO on february for valentine's day, the suave fuckers",-1
"World Music Festival Rocks City Saturday: Maria Muldaur headlines the day-long event, which bring French Gypsy j... http://t.co/1oXJcS5S",0
#bdnews #bangladesh Cricket: Pakistan hopeful of Bangladesh visit: Pakistan's cricket board said Sunday it hopes... http://t.co/GtnXxXHq,1
"@JammyDodger365 i meant to ask you, did you get my text Sunday night? James Murphy was playing the salty dog",0
Sundays in the Sag is like a Friday in Idaho.....boring as fuck!,-1
"@yazbanz yes I am. Coz for me when Henry, Pires & others left & also Cesc may be, were more sad than this RVP! But do u think he's leaving?",-1
@SI_PeterKing Ok Mr King see me about the Bills (or the Eagles for that matter) come the First weekend in February. #bills #eagles #nfl,0
Ron Jaworski is missing from the Monday Night booth. Liam Neeson stars in Taken: 7,0
"So pretty much im gonna believe that myt 10,000th tweet will come sometime tonight during the MNF game Jets at Texans on ESPN",1
Lack of communication from #nycdoe very frustrating regarding reporting time for work tomorrow.  Thank you #uft and @GothamSchools for Info,-1
"Controversy aside, the 2 games shown on TV for Super Sunday were great spectacles. #BestLeagueInTheWorld",1
"This Thursday, DESTRUCTO, creator of HOLY SHIP, comes to Ignition at Firestone Live! Surrender your booty, it's... http://t.co/AA0xOs2R",0
"The total number of Distressed Properties For Sale declined for the 4th straight week to 282 in Fairfax, Loudoun, and Arlington",0
Real to sign Neymar in December - report - Bangkok Post: Real Madrid has reached a deal with Santos to sign gift... http://bit.ly/rnlf4P,0
..just finished watching the 4th season of Dexter.  #RelaxedTweet,0
"RT @pink_funk: End of an era RT @CharlesMBlow: RT @GMA: Andy Rooney, 92, will make his last regular appearance on @60Minutes this Sunday ...",0
Alejandro Valverde wins Stage 3 of Paris-Nice. Can he catch Bradley Wiggins? The answer http://t.co/9Otcq6fW #parisnice,1
You're going to breath the same air as Song Joongki tomorrow @cheonsa_jia grrrr,0
[NEWS] Stuck-Up Sunday: Shepard Fairey - Andre the Giant Uncut Sticker Sheet - @ObeyGiant @StuckUpPieceOf http://t.co/wpCHDDL4,0
"Pavol Demitra with the Blues: 5th in scoring ALL TIME with 493 points in 494 games, 2000 Lady Byng Trophy, & 3 All Star Games in 8 seasons.",0
@Stamp_Outriders @eskscheerteam all the crew at the den university of Calgary will be cheering with u next Sunday. Go stamps go.,1
"@BullandFox As a point, Flacco had a 0.3 QBR last Sunday. Even vet QB had a bad day.",-1
RT @LoveMe_Lavishly: I love FOOTBALL season!! Lets get it!! High School games Friday night....NFL games Sunday !!!,1
RT @Youngcules: Nolito with an assist and a superb winner for Benfica against Arsenal last night. He really is turning on the heat!,1
"@Iiamneeson all I can say is that it was very unrealistic. The 1st movie was better-storyline, dialogue! And of course ""The Grey"" thumbs up!",-1
Here's a great Bioshock Infinite trailer for those of you that need a tease while waiting for it's February... http://t.co/27u1Felh,1
Vanessa and denies are coming shopping with me on black friday.!,0
"Whoever replies 1st with the correct answer wins 4 tickets for Sesame Street Live, Sat 10:30am performance at Rupp, and an Elmo plush doll.",0
@NerdBlurt @tom_howarth and the Sox beat the Yankees today so I can smile!,1
"Dethklok, All That Remains, Machine Head, and The Black Dahlia Murder at Stage AE November 8th..HIGHLY considering going to that.#heavymetal",0
I Will Be Performing at the DC Star on September 1st Hope Yall Can Come Thru! http://t.co/UXZjcSul,1
"#Forbes CUPERTINO, CA - OCTOBER 04: Apple CEO Tim Cook speaks at the event introducing the new iPhone 4s at the ... http://t.co/zKoYHwsJ",0
"With the amount of chocolate I've eaten today, I'll just call it Chocolate Day. And I shall have one every yea- mon- week.",0
Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo!  Don't miss tomorrow night... http://t.co/i9asnsET,1
"@tomhanks Youve done Bob's Great, The Pacific great, now how about one following the 15th USAAF, 456th squadron B-24, Capt. Klingler???",1
@stefnaaay I'll see you monday :3 Fancy coming to a nerd convention in Dublin on the 10th? ;D,1
"RT @JimmyTraina: The guy is a nut, but I will miss Andy Rooney rambling about something ridiculous each Sunday night: http://t.co/HZmPIj0G",-1
#Spurs striker Emmanuel Adebayor will miss Thursday's #UEL game against #Lazio with a hamstring injury.,0
Getting @Jassy_Baby transcript and shot. Tomorrow accuplacer and group advising. Turning in fafsa tonight. Making moves before NY. Love you,1
Gov. Mitch Daniels is rallying Republicans with a rare appearance that may have violated h http://t.co/BzohrIp3,-1
"@GetAPairOf_JAYS he cut Kevin and Jacob, did he tell u there's practice tomorrow",0
Last day of BCA tomorrow. -Lori of off say yes to dress has breast cancer. :(,-1
"A bit of Sunday fun, shot in Whitstable, Kent and Muscat, Oman! 'Down Poured the Heavens': http://t.co/5Cwiavk5 via @youtube",1
"Don't think Chelsea should appeal for Torres' red card. Let Sturridge play tomorrow. It's the Carling Cup, not PL.",-1
Normally I prefer a spot of Rammstein on a Sunday morning - perfect for doing the ironing or a spot of aggressive furniture polishing.,1
Galaxy Foams painting sneak peak. Finishing in the morning. Vid tomorrow night!  http://t.co/U8TD96f4,0
It's all PJ Harvey and Queens of the Stone Age today #nowplaying,0
Lowering the Bar may have found the first recusal motion to cite Girl Scout Cookies. http://t.co/ZmQwuuXM Thin Mints are criminally good.,1
"Had a great chat with top international referee Dave Pearson. Bit in tomorrow's Journal, & big feature nearer the Rugby World Cup kick-off.",1
"It's now or never, Ita now or never! That is why he is the best of his kind. May not play for us but hats off to Ray Lewis  52 #TheGreatest",1
The MTA will be at Mondawmin Metro Station from 3-5pm today to celebrate The Baltimore Grand Prix. We'll have a race car for you to see!,1
Anyone heading to H&M on Thurs to shop the Fashion v AIDS collection? Sneak Peek here: http://t.co/G6bEVwbT via @CollegeFashion,0
Reminder noon tomorrow is the deadline to register teams for the Kickball Tournament at the $120 rate. Price increases to $150 after Friday,0
Winter Storm Watch for portions of the WDBJ7 viewing area  until 8:00am Wednesday. http://t.co/GbHXY57g,0
Friday starts with playing Smells Like Teen Spirit - Nirvana #CLT,0
"GUYS! I found it! It was JIM HENSON and FRANK OZ in 1st season of SNL doing ""The Land of Gorch"" ...statue was called ""The Mighty Favog""",1
@Hellblazer @kimmieleanne  said you made Keith Richards look baby faced. *May not have actually said this.,-1
okay this Wookie boy too childish he say I gotta hear my favorite song 1st and this niggah play 1+1 by Beyonce :) I love that song man;,1
"RT @ConorTOrr: Sanchez didn't know Plax would sneak in for a play yesterday. ""I wish I would have hit him,"" he said. Got pressured by D #nyj",-1
MTSU just beat WKU 34-29. The Sun Belt is really starting to get interesting. Have to take care of business on Saturday! #PackAttack,1
"Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. #HighHopes",1
"Friday's CNET Update is playing One Republic : Apple CEO says sorry for iOS 6 map mess Apple CEO Tim Cook has said he was ""extremely sorr",-1
Fran says Paterno was very congenial to the media in his early years. Age & perhaps betrayal by media may be part of his rift with media.,-1
@jackwilliams89 @akerr0 they hold 4 titles. There are loads out there. But thy hold the four highest regarded. Nd Vitali may retire soon...,0
"Higgins ""Great experience for the young group and to meet with Premier League teams a real highlight"" ""Very young squad to play on Sat""",1
"Almost forgot about Celebrity Juice tonight, oh my. What time is it on at guys?",1
Yesterday the #NHL cancelled games up to November 1st. The Winter Classic and All-Star game could be in jeopardy soon.,-1
Great...we had tickets to see the PREDS on the 29th & now the games have been cancelled. #NHLlockout,-1
@NatalieGrace8 may even join you at Joseph wright,0
"May the odds be ever in your favour Aussie Directioners, #Hot30sGo1DenTicket",1
Eric Arc Elliott may be the best rapper in Flatbush ZOMBiES.,1
"So Aston Villa have a ""must win"" game against Norwich City tomorrow lunchtime. MUST WIN - how the mighty have fallen.",-1
"Good night out with the boys,party bus down town tomorrow n osu Saturday #cantwait",1
if jenelle comes to the game tomorrow... I'll die #missherlots #itsbeentolong #mybaby,-1
Congratulations to NMRHS Marching Band on placing 1st in NESBA competition Saturday& for winning a gold medal at the MICCA competition today,1
Rodeo Saturday anyone going?,0
F-Train was messed up again today between York and Carroll St....what's going on MTA???? GET IT TOGETHER!!!,-1
@StevieY1 It is predicted that the Winter Classic and the All-Star game will be cancelled this upcoming Monday .. FUCK !!! #EndTheLockout,-1
"adhitia sofyan on Java Jazz, March 3rd, can't wait! Give me a day off, please...",1
Dr. Mohammed Morsi announced as Egypt's first elected President after the glorious 25th of Jan Revolution.... http://t.co/K9HonCHt,1
The brilliant Drew Westen offers a great critique of the Obama presidency: http://t.co/DOBUyVU,1
If you're with MetroPCS then this is probably the best phone you can buy http://t.co/Jyeeqo9y,1
"Honesty is often best policy: Fabio Capello, Russia coach: ""I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow.""",-1
BOZO PORNO CIRCUS with EBM Dollz Live October 27 in San Antonio at BackStage Live! http://t.co/QohYJ2rJ via @BozoPornoCircus,0
Apparently Justin Beiber is in the area. I know this because I have students (plural) missing school tomorrow to see him.,-1
Iguana in the desert. No shade. The sun is high in the sky. He can handle it. Don't bet against him.,1
#Obamanewpromises  Chinese New Year will replace the 4th of July  as our Independence Day Holiday,0
I'm missing VCU's 1st scrimmage against VUU to study for an exam. Apparently #Havoc is here: 53-13 VCU up in just the 1st qtr. #damn,-1
@justinbieber I'm so excited because you are coming to Mexico City in October! I love you Follow me please #NSN,1
Watchin Step Up <3 the 1st one is the best with Channing Tatum as the main guy >>>,1
thinking about stepping out tomorrow too club bodi.... decision's to be made,0
The MTA should cost less at night. I think I waited more than 45 minutes. And it's pretty freaking hot underground. Thanks. #nycproblems.,-1
"@SusanLambe yeah i know what you mean, spent too much time catching up on Dexter today",-1
"Next Sat's KIDS' CLUB film is THE LORAX with more fun 'n' free activities before the film from 10:30am, film 11:15  http://t.co/rpx9lRY1",1
"RT @helenlewis: Fire up the outrage machine, because Channel 4 are showing Four Lions as part of a 9/11 anniversary season: http://t.co/ ...",-1
"And on Tuesday, Harry Redknapp distanced himself from the job following speculation he was planning talks with the club.",-1
@Jaxicandy not that far yet but would prob start the 1st night of the Roxy,0
@Jay_Oliva20 I know but it's ruskooooo! An richie hawtin is on a saturday,0
My mom call and say that a teacher called and said that I'm going to Ritz Carlton tomorrow for some tennis shit. Anyone else going? (school),0
"Dana gets two false starts called on them trying to punt, 3rd one gets returned to their 18. Laguna Hills scores with 30 sec left, up 31-27",-1
WILDCAT WORKOUT OCTOBER 31st in the old gym at 7pm!! #FVSU RrrrrrTttttt,0
Still time to order your #Halloween treats! Deadline: 2PM CST TODAY (with Overnight Shipping) to arrive tomorrow! ---> http://t.co/vvT2ImJz,1
"i miss my bestfriend,Octaveia, my cousin ,April .. my bestie,Kaliyah, Tricey, Dasia,Mikia,& the other people i miss with at Richwood !!",-1
"Just got the call the magazine is ready for pickup get your copy at the ""Hands That Heal Fashion Show"" Nov 4th Mr. Reggie 404-246-9582",0
Tampa Bay Buccaneers vs Oakland Raiders Odds: Find out why each team will cover the spread on Sunday. http://t.co/fnPy1IGs,0
the fact that so many will vote for a socialist fake liar for President is very very frightening and may bring America to ruin!,-1
@LivEchoLFC @Dirk_18_Kuyt @jamespearceecho Has to be the hat-trick against ManU....and in a very close 2nd the Carling Cup Final goal :o),1
Iranian general says Israel's Iron Dome can't deal with their missiles (keep talking like that and we may end up finding out),-1
Arm hurts like crazy Open house tomorrow and Church tonight!!!! I love them so much <3,1
"Former #Mizzou RHP Kyle Gibson (#Twins) will start in the Arizona Fall League Rising Stars Game on Sat, 7pm on MLB TV.",0
"Frank Gaffney is not insane. He may not even be a true hater. He is a bigot for pay, just like Steve Emerson. Hate is their racket.",-1
@JustinCrew is tomorrow the pre-sale for JB in Mexico city? because ticketmaster is making a pre-sale tomorrow i'm sorry i''m so confused.,-1
All the best to those who are taking Physics tomorrow :) <3,1
Did I really have a debate about twilight last night? And I was team Edward???,-1
"Mark Martin by far the most unluckiest Nascar driver of all time, 2nd 5 times in points & the heartbreaking 07 Daytona 500.",-1
"#EndOfWatch with @KJC_4 ,Six Flags in the am,Then UFC on Fuel TV,Waffle House late at night w/ Z, Church&Ultimate on Sunday, #HeckYeah",0
"Criticism of Rick Perry is ridiculous, which choice?  Obama's hip-hop barbecue two days ago, or Perry praying for the President today?",-1
RT @julieklausner: Matt & Trey on 60 Minutes tomorrow. I haven't been this excited for a segment since Andy Rooney learned about cordles ...,1
@TwittaBeast @immaculate_nat at da end of da night no girl that roll with me is on da MTA! They are above that as long as I can afford that!,1
"I watched Sarah G Live again, I noticed @ d end na may disiplina talaga ang mga @POPSTERS_FSG, nag-aantayan sila ng turn to go to SG. luv it",1
"Everyone deserves somebody who makes them look forward to tomorrow For Rushers, it's Big Time Rush :)",1
Ben Amos doing well @ Hull City.Another clean sheet v Charlton.He says he's enjoying the challenge of playing regular 1st team f'ball. #mufc,1
EVERY FRIDAY join us for Mass at 9AM & 5:30PM + all day ADORATION at St Angela's #Mattapan Catholic Church @BostonCatholic #Boston bilangual,0
"Another awesome tweetup (this time in Cebu) with a Rafa-tard! Great meeting you @scorpio1641! Thank you! See you, Monday. Zubuchon on us!!!",1
"WOW i just noticed that Dongwoo and Eunkwang share the same birth date, 22 November 1990. omgyu ma awesome biasseu ~",1
"Wales' Rugby World Cup squad will be named at 9:00pm tonight, Melbourne time. We'll soon find out whether the... http://t.co/FzPpyp2",0
@Wheres_myMOJO stfu wit them excuses...Clippers gonna beat the hell outta the Lakers tomorrow,-1
City game at the Ravens stadium Saturday at noon 10 dollars to get in i will be there who else going?,0
"@oliverporter obviously we're not looking great right now, but the 'Arsenal will finish 5th' prediction is wrong every year!",-1
The Late-October Best Picture Oscars Predictions You've Been Waiting For:      Coverage of the Oscars has reache... http://t.co/jOeYN9RZ,0
Come hang out with me Saturday at Kremlin!! http://t.co/bIlNbkLy,0
"My 3rd article for Solo Travel Society. This time it's all about Seoul, South Korea! :) http://t.co/d16kRqdb",0
Everyone come the the volleyball game at East tomorrow before the football game! #playoffs2012,0
"@Girl4Music20 3rd album changes a lot. I know you hate Unbroken, but I love it! 1. Unbroken, Fix A Heart, In Real Life, Together, Skyscraper",1
"@GR8Imperfection It's the cool, tasty Ice Cream Sandwich upgrade http://t.co/jwcWIs7E! It may take some getting used to since it's new.^TH",1
"@SteljesBusiness Ah, maybe you also prefer Zulu. Thanks, no relation! But where, Exeter? Btw the 4th emergency service is the Coastguard.",1
I wanted to see Columbiana for my birthday but it comes out on the 26th *rolls eyes* Guess ill go see it in Clemson.,0
Performing tomorrow at the Harold Washington Cultural Center with @Smitty_LP come support the team http://t.co/9YEGfKrz,1
Build a Nation heard it today for the first time....*fist pump in the air* RT@galamolabi: Who run the world remix with nicki minaj @Boity,0
Uh oh..just turned on Cardinals game...1st thing I see State Farm commercial with Kerry Wood..not a good sign for #Cardinals,-1
News Release 09 October 2012 Customers of the Negros sub-grid experienced a partial outage today at 5:45PM (cont) http://t.co/TLekrZox,-1
"my sister just sat up and asked where katie was going to sleep. she is a little too old for an imaginary friend, don't ya think?",-1
Tomorrow night it's your chance to slay a dragon in Jerusalem's Old City! http://t.co/GDyXDvk8,1
Mavs will beat the Lakers tomorrow accepting all bets,1
2 Democrats in Wisconsin state senate up for recall election next Tuesday.  Hopefully the discouragement of Waukesha doesn't prevail.,0
Duels official... This Saturday... At out of the bedroom be there!,0
"So can't believe Big Bang is tomorrow, this day came way too soon! At least I can live it again Sat.night!! ^_^",-1
"this nigga @OctobersOwn91 just hit a full court one handed shot with brook lopez...smh, 21st birthday shit",-1
Eli manning best 4th quarter QB in the game!,1
"i spelled dongwoo's name as songwoo.. omg, who the hell is songwoo? the 8th infinite member???",-1
Brackett overthrows an open Garner on 3rd down. Lions will go for it on 4th down and 1.,0
"Every Thursday I go to Jesse Black in Casselberry, FL just for these girls http://t.co/brntAu0S",1
Thursday Margarita Day with Poker Sign in before 7:15 p.m. And a Funtastic Time!!!! Yeaha Friday Jaron Bell (Riannon bday party) reminder ;),1
"Watching "" Good Deeds"" for the 1st time and I think I already know how tht movie gonna turned out. Smh",0
"To compare, Anderson Silva also has won 8 bonuses and made $475,000. If Lytle gets a bonus tonight, the $65k would be his 2nd biggest one.",0
"Ted Nugent talks to us about #hunting and other stuff he's got on his mind @am1300thezone this Saturday at 7am on the Great Outdoors, #nuge",0
"Totally crashed my iPad tonight.  It locked up, and wouldn't even power off.  Used the Hold PWR and HOME bttn trick, to force reboot.",-1
Fun day!! Walked over the Brooklyn Bridge... ate waaaaaay to much!! Tomorrow fingers crossed I get standing room for Book of Mormon! Night!,1
MayorOfLondon: Join in tomorrow at the exciting London Children's Book Swap events for families who love to read #LD... http://t.co/3ecIwZpd,1
"And on top of it all, my horoscope is super positive and my coffee is SO DELICIOUS today. Hey, Wednesday. We can get along!",1
$224.60.  Not a bad payoff for a 2nd race Trifecta at #DelMar.  Check it out: http://t.co/dyehzvrw,1
"This Saturday come hang out with Buran Theatre on Cinco de Mayo as we drink up, tell stories and prep DESTRUCTO... http://t.co/HsxodJyc",0
"I want to go to church tonight (Crusaders); Kevin Leal is ministering. I'm  nauseous, head-achy, & I need to finish an overdue assignment.",-1
I don't want to take ACT tomorrow. ):,-1
How's Channel 4 celebrating its 30th anniversary? Is it pretending the first 20 years when it was any fucking good never happened?,-1
"Looking for some free fun? Come to @AbronsArtsCtr Friday to see the classic camp films ""Cobra Woman"" & ""Jungle Island."" http://t.co/WaxQdXuW",1
"I love Texas A&M, but any team that drafts Tannehill before the 7th round has lost their minds.",1
SEMA kicks off in Las Vegas tomorrow.  Our friends over at http://t.co/whjgPe6e built up this Wildcat for the GBC... http://t.co/21GjkRlS,0
"I may record the first few episodes of the next LP tomorrow. Wanted to get more info ready, but I'm think I'm good with what I have.",1
Taking a break from GOLDEN SUN 2! Got done with JUpiter LIghthouse & getting the wings on the boat! GONNA MAPLE AGAIN!!!! :P,0
"@At_One I'll be in Poland but back Sunday eve, catch you then!",0
Tottenham Hotspur boss Andre Villas-Boas has played down speculation that he is already lining up a January bid for Brazilian Willian.,0
Just ordered your Amanda Knox book RT @ninaburleigh Looks like judgment day is Oct 3 or 4. #amandaknox,0
"I'm such a groupie...just watched the ""Ni**as In Paris"" video---> 1st thing I said was...""I just ordered that snapback Jay is wearing!!!",0
"This was on the 30th of October, and consequently the castaway of Tabor Island had been a prisoner in Granite House for nine days.",0
Its Friday people!!! Get that Kermit the frog cycling feelin ;) http://t.co/V0Rc0goT http://t.co/0NlDUjcW,0
"Eric Adelson with the slam: ""(Flacco) looked more like Blaine Gabbert than Eli Manning on Sunday."" #Ravens",0
Heading to London bringing the sdtrk to Shepard Fairey - @ObeyGiant's Sound & Vision show Friday @StolenSpaceLDN at Truman's Brewery.,0
The Brick$quad is the Yankees of 8th period English III with Doc Caputo. #targetonourbacks #hatedbyall #champions,-1
@ForeverBayBay: Just watched the Pursuit of Happiness for the 1st time. I love it. Good Deeds by tyler perry is the girl version,1
I was going to move to Siberia last Wednesday.Now I don't have to.Siberia has moved here.It's bloody freezing. #heatingtime.,-1
"October 27, completes the its 61 years Kenneth ""KK"" Downing Jr., Guitarist in the British heavy metal band JUDAS PRIEST http://t.co/d1udRZhg",0
Welp glad i listened to my instincts and started Romo ...we'll see how he does tonight though,1
@lil_jessss @chasefreespirit Awww I miss you girls too!! And yes tomorrow night ill see you at Young Life! :),1
"Join us this Sunday on the Terrace.... we're taking it deep all the way :-) Filthy Rich, Deeafro, Rob Maynard, Dj... http://t.co/kRph98qL",1
"Repaired elderly female's Windows 7 based laptop today (pro bono) and in her living room was the largest 1080i cathode ray tube ever, 55"".",0
Just turned tele back on and caught the end credits to Saturday kitchen live #ffs #failure,0
Writing up my case study so I can enjoy my weekend by going to Raleigh Friday && babysitting my favorite twi http://t.co/ze8MCCiG,1
"Looking forward to ring in the new school year @uncsangam for Aladdin...UNC Memorial Hall, Sat Aug 27th 6:30",1
"Watching ""The Vow"" for the 1st TIME! I <3 it! Already cried 3 times!",1
@CAMURPHY I'm heading off to Hong Kong next Thursday. Spending the remaining time with my folks before I go. Will really miss edi,0
"RT @GaGaInfo: For those who haven't heard, Lady Gaga has attended Britney Spears' Femme Fatale Tour tonight! GodgaLovesGodney",0
"Finally starting the 5th season of #Dexter.  See ya later, weekend!",1
@Tristan_jet @iidontrespectit Martin isn't a leader for the 2nd unit like harden. Your guys bench is done plus Westbrook is a ball hog,-1
This is the first time someone has offered to watch The Notebook with me so I don't watch it alone for the 5th time..Too bad it was my mom.,-1
Huge thanks to those of you who came out to my photography workshops today at Terra Nova!,1
So NTA covered live the return of the 1st Lady.,0
Halftime here at the San Siro. still 0-0. can the 2nd half produce goals?,0
Who's going to the game tomorrow at flowing wells high school? (: Marana v.s fw (: #homecoming,0
@dhonts7: Great to be 1st game on a Sunday..I get to watch my fave show on tv..Sarah G live Magical Night with Sarah G.,1
Poor Bruce Springsteen: 1st Swan co-opts Badlands; then Abbott adopts the Wrecking Ball title. When will Aussie politicians leave him alone?,-1
"Beyonce needs a new sound. You may call it hating, I'm just being real.",-1
Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.,1
"Long day work, G37 meet, Marijuana March and Avengers. All sick nonetheless.",-1
Dont look now but: Brook Lopez had 19 pts & 9 rebs (28mins) in 1st game back from foot injury over weekend. 18 & 11 (25 mins) tonight.,0
"Gut decision. Sharon Van Etten > Cat Power. Elicited emotion in me like the 1st moment I heard Trespassers William, or Casimir Pulaski Day.",1
"@OfficialPWI ""@BookItGabe: ATTN: WRESTLERS- Still time to join this Sunday's Seminar/Tryout. Here's the info: http://t.co/LAzJDUvx""",0
Today: Sefton v @AlderCC HOME 12noon - including President's Day; 2nd XI v @newtoncricket Away 12.45pm.  Let's hope the forecast's wrong!,0
100 days away: Barack Obama & Mitt Romney meet in their first TV debate at the University of Denver (3 Oct),0
@justin_kaoma Dope night with the Eagles .did #sangz1 tell you he deleted all the pics,-1
"Nov  1, Las Vegas Massage Gift Certificates - Las Vegas massage gift certificates for the best massage anywhere in S... http://t.co/2jefKASF",0
"Still my favorite pose of you, :) Pancakes tomorrow, glad you're here, we missed DJ Marcus! Sweet dreams! http://t.co/uzLcnbPE",1
"Today in the weird, world of musical history...Hank Williams was fired from the Grand Ole Opry and told not to return until he was sober.",-1
Divine frame & @PerFect_10_ presents the official south Alabama football season kick off @ club insanity September 1st,0
Fan hit flush on the head by Harris English wayward drive on 1st. Lots of blood #hadtohurt #shoutfore #players,-1
"@Baby_Boomer93 Yeah bro! Girls Gone Wild is hosting a party friday hahahah. Make sure your in shape before bootcamp, otherwise it will suck.",0
"Good morning!!  The sun is brightly shining in East York, it's going to be a great day!",1
"To stand a chance of winning tickets to this VIP Private Red Carpet screening, visit the Centre Court on Friday or... http://t.co/paULGN9H",0
"NO YOUTH tomorrow. Come to Fall Festival. Also, this Sunday High School will attend main service with the adults for Super Sunday!",0
Girls Gone Wild! @Sab_Cat @KelceyWebb just a little bit of fun in the sun!!! @H2O @NicciBeach #fun #sun #par http://t.co/rfaBketz,1
"Robbie Keane speaking now: ""We let ourselves down and we let the country down. It wasn't good enough on Friday."" #rtesoccer",-1
@TIUBeachBabe @toneitup it was in the member's email. Info will be up on the blog tomorrow. Series for the next 2 weeks :) daily motivation,1
"Ok guys. Hate on SJP all you want, just remember, you have school tomorrow. #havefun",1
Just watched the 1st ever Elimination Chamber match I had no idea it was an hour long till it ended.,0
Watching the Eli young band on the cmas right now.. About this time tomorrow I will be watching them in person in Starkville!!!!,0
"October 22 .. See you @ SM Bacolod ! :"">  See you there SweeT Heart! <3",1
Kainis! Bukas na pala first day ng Secret Love (Sungkyunkwan Scandal) sa ABS-CBN. Eh may pasok kami bukas. Diaje naman oh!,0
"Video of the 1st points for Anthony Davis, Lin, Harden, Rivers, Drummond, Harrison Barnes & JRich on their new teams http://t.co/wWDtUItU",0
"Miss those days , when all the relatives would just gather at 7th Uncle house and celebrate Chinese New Year , I guess it'll not happen agn",-1
"@Chewbekahh But if he shaves again like at Elimination Chamber earlier, i may have to hit him!",-1
Anyone going to tomorrow night's NZ vs Tonga game? What colours will you be wearing?,0
'Saturday Kitchen' is on and it's Sunday. Mind = fucked.,-1
Watch Monday Night Football tonight (& pre-game festivities) on ESPN.  I'm in the intro with Hank Williams Jr.  Starts at 6pm EST. I will..,0
@cluckingb3ll well tomorrow you have to share a bed with ash.............i dont really know what is worse!!,-1
"there is on thing I have learned from the MLB playoffs, Cougar Town on a new network. I can't wait till January. #poundinggrape #PENNYCAN!!!",1
@TheAmazingSalah You're saying perseverance in all instances. That doesn't mean #OccupyAUC is equivalent to 25 Jan revolution. see the diff?,-1
Don't be surprised if we end up waiting until November 16th to find out who the next POTUS is... #OhioProvisionalBallot http://t.co/VYsdhBFF,-1
Good luck to all my babies taking History and Physics tomorrow! May the force be with you! Make history!,1
Tomorrow by The Winans is on my heart so heavy this morning... Wonder who needs to hear it!,1
I'm sorry she may be the queen but Madonna is a bitch #gogaga,-1
"Tom Boonen has been summoned to man the polling station in Mol this Sunday. If he doesn't, he'll get fined http://t.co/zEPnatOJ",-1
